N,P,K,temperature,humidity,ph,rainfall,label,Wind Speed (km/h),Soil Moisture (%),Water Requirement (mm/day),Growth Stage,Area (sqm),Irrigation Type,Soil Type,Past Yield (tons),Last Irrigation Date,Last Fertilization Date,Region/State
79,45,20,23.80546189,59.24537979,5.715208817,89.9622014,maize,12.36,10.47,8.04,Harvest,745,Drip,Silty,1.54,09-03-2025,15-02-2025,Karnataka
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize,17.65,26.88,5.01,Harvest,490,Manual,Sandy,0.94,21-03-2025,05-02-2025,Assam
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize,17.67,21.8,9.16,Seedling,648,Sprinkler,Loamy,4.91,28-03-2025,02-03-2025,Tamil Nadu
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize,15.72,29.44,3.34,Vegetative,664,Sprinkler,Silty,1.83,22-03-2025,01-03-2025,Tamil Nadu
76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,maize,6.81,33.09,4.62,Fruiting,629,Manual,Silty,4.42,22-03-2025,22-03-2025,Assam
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize,21.71,11.75,9.28,Fruiting,591,Flood,Silty,0.52,15-03-2025,24-02-2025,Karnataka
81,45,23,19.32666088,68.034493,6.192360003,84.22969177,maize,11.42,14.92,4.79,Vegetative,649,Sprinkler,Sandy,0.59,02-04-2025,28-02-2025,Tamil Nadu
73,45,21,24.60532218,73.58868502,6.636803223,96.59195302,maize,8.73,32.35,4.54,Flowering,798,Sprinkler,Silty,2.6,20-03-2025,26-03-2025,Maharashtra
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize,5.82,23.73,3.97,Seedling,484,Drip,Clay,1.57,07-03-2025,31-03-2025,Karnataka
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize,16.82,39.17,9.01,Vegetative,295,Flood,Loamy,3.6,22-03-2025,12-02-2025,Punjab
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize,18.55,36.09,6.5,Fruiting,854,Manual,Silty,3.05,23-03-2025,19-03-2025,Punjab
62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,maize,5.33,43.82,7.72,Harvest,399,Flood,Silty,0.85,15-03-2025,06-03-2025,Karnataka
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize,15.24,37.7,4.67,Fruiting,914,Drip,Clay,1.23,18-03-2025,24-02-2025,Assam
94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,maize,9.53,27.2,8.31,Harvest,646,Drip,Silty,2.25,31-03-2025,19-02-2025,Tamil Nadu
76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,maize,17.9,36.92,8.32,Seedling,826,Flood,Sandy,1.34,30-03-2025,09-02-2025,Tamil Nadu
77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,maize,8.49,21.02,5.19,Harvest,830,Drip,Sandy,4.07,28-03-2025,09-02-2025,Karnataka
74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,maize,18.82,22.25,5.87,Vegetative,927,Drip,Sandy,2.37,01-04-2025,27-02-2025,Maharashtra
81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,maize,12.73,41.56,4.47,Harvest,701,Drip,Silty,0.92,04-04-2025,24-02-2025,Assam
63,42,21,23.26237612,72.33125523,5.798423908,67.10225139,maize,23.73,27.86,9.84,Flowering,407,Flood,Loamy,2.68,07-03-2025,24-02-2025,Maharashtra
99,38,21,22.88330922,71.59722446,6.352471866,67.72777298,maize,7.75,41.94,7.52,Vegetative,351,Drip,Loamy,0.91,12-03-2025,10-02-2025,Karnataka
90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,maize,11.82,42.9,9.54,Seedling,107,Manual,Silty,1.08,09-03-2025,25-02-2025,Karnataka
68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,maize,7.27,44.3,5.12,Vegetative,867,Manual,Loamy,1.58,14-03-2025,14-03-2025,Maharashtra
60,57,24,18.66116213,61.55327249,6.121294041,75.03247667,maize,23.49,46.67,8.47,Flowering,974,Sprinkler,Loamy,4.37,16-03-2025,12-03-2025,Punjab
71,52,18,25.10787449,55.97732754,5.790770203,78.16077693,maize,22.55,27.24,8.36,Seedling,307,Manual,Silty,4.66,06-03-2025,04-03-2025,Karnataka
61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,maize,10.16,22.75,7.84,Fruiting,230,Sprinkler,Sandy,4.22,11-03-2025,16-02-2025,Assam
88,38,15,25.08239719,65.92195844,6.455116637,62.49190812,maize,18.2,33.29,9.76,Flowering,835,Flood,Silty,2,17-03-2025,26-02-2025,Maharashtra
65,60,22,25.36768364,72.52054555,6.606984086,107.9124111,maize,21.34,24.85,5.75,Seedling,808,Drip,Sandy,1.73,08-03-2025,26-02-2025,Punjab
78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,maize,16.1,34.04,3.92,Harvest,753,Manual,Sandy,2.97,06-03-2025,08-02-2025,Maharashtra
78,58,15,25.00933355,67.816568,6.528631266,62.91359494,maize,15.59,38.22,7.7,Vegetative,863,Sprinkler,Loamy,3.75,15-03-2025,19-03-2025,Punjab
92,60,23,18.66746724,71.516474,5.721667141,69.93293255,maize,9.84,37.54,8.11,Seedling,707,Flood,Loamy,4.97,28-03-2025,13-02-2025,Punjab
79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,maize,6.86,24.98,7.03,Vegetative,125,Sprinkler,Sandy,1.09,16-03-2025,10-03-2025,Assam
91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,maize,22.94,16.67,4.45,Harvest,722,Drip,Sandy,0.72,06-03-2025,17-02-2025,Karnataka
76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,maize,23.01,27.22,6.53,Seedling,553,Manual,Loamy,3.62,18-03-2025,26-02-2025,Punjab
87,48,25,18.65396672,61.37879671,6.656730008,93.62039175,maize,17.66,15.7,5.19,Fruiting,734,Flood,Clay,4.25,22-03-2025,10-02-2025,Karnataka
71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize,11.78,45.6,5.99,Flowering,285,Sprinkler,Sandy,4.31,22-03-2025,02-03-2025,Assam
90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,maize,11.98,23.84,7.52,Seedling,583,Flood,Sandy,3.55,25-03-2025,21-02-2025,Karnataka
67,35,22,23.30546753,63.24648023,6.385684214,108.7603001,maize,19.52,16.18,8.22,Harvest,779,Sprinkler,Sandy,4.79,23-03-2025,03-03-2025,Tamil Nadu
60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,maize,22.94,11.02,4.63,Seedling,150,Sprinkler,Loamy,2.8,30-03-2025,20-02-2025,Punjab
83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,maize,22.74,35.83,5.84,Vegetative,990,Drip,Silty,4.61,04-04-2025,02-03-2025,Assam
83,57,19,25.73044432,70.74739256,6.877869005,98.73771338,maize,20.6,35.48,4.88,Seedling,104,Drip,Sandy,4.86,26-03-2025,06-03-2025,Maharashtra
40,72,77,17.02498456,16.98861173,7.485996067,88.55123143,chickpea,17.84,23.62,4.39,Fruiting,688,Sprinkler,Sandy,4.31,19-03-2025,13-03-2025,Assam
23,72,84,19.02061277,17.13159126,6.920251378,79.92698081,chickpea,6.68,12.87,8.48,Seedling,259,Manual,Sandy,1.89,03-04-2025,26-02-2025,Punjab
39,58,85,17.88776475,15.40589717,5.996932037,68.54932919,chickpea,8.23,26.39,9.36,Flowering,307,Flood,Silty,1.38,09-03-2025,29-03-2025,Assam
22,72,85,18.86805647,15.65809214,6.391173589,88.51048983,chickpea,22.97,22.45,5.59,Seedling,356,Flood,Silty,2.97,24-03-2025,30-03-2025,Maharashtra
36,67,77,18.36952567,19.56381041,7.152811172,79.26357665,chickpea,17.13,37.08,8.26,Vegetative,304,Drip,Sandy,2.54,21-03-2025,20-03-2025,Tamil Nadu
32,73,81,20.45078582,15.40312102,5.988992796,92.68373702,chickpea,5.18,34.23,9.28,Seedling,866,Manual,Sandy,4.45,10-03-2025,26-02-2025,Punjab
58,70,84,20.6543203,16.60820843,6.231049028,74.6631118,chickpea,7.03,24.58,8.92,Fruiting,110,Sprinkler,Clay,0.95,10-03-2025,24-02-2025,Punjab
59,70,84,17.3348681,18.74926979,7.550808267,82.61734721,chickpea,18.27,18.72,4.28,Harvest,107,Drip,Silty,1.66,31-03-2025,12-02-2025,Assam
42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,chickpea,5.1,49.52,9.69,Seedling,508,Sprinkler,Clay,3.88,02-04-2025,26-02-2025,Karnataka
28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,chickpea,8.22,28.16,5.64,Seedling,131,Sprinkler,Sandy,0.93,01-04-2025,16-03-2025,Karnataka
58,66,79,20.99373558,19.33470387,8.718192847,93.55280105,chickpea,15.97,37.53,5.37,Flowering,639,Drip,Sandy,1.94,14-03-2025,19-02-2025,Maharashtra
43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,chickpea,18.84,15.62,3.44,Fruiting,817,Manual,Sandy,2.24,23-03-2025,19-03-2025,Tamil Nadu
58,63,81,19.81344531,14.69765308,6.515499549,78.96514709,chickpea,18.04,29.42,6.4,Harvest,486,Flood,Sandy,3.3,16-03-2025,15-03-2025,Tamil Nadu
23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,chickpea,9.49,11.1,3.76,Vegetative,327,Drip,Loamy,1.21,01-04-2025,28-03-2025,Assam
27,62,77,18.19737048,14.71070537,6.576415562,70.18185181,chickpea,19.24,30.22,4.74,Seedling,739,Manual,Loamy,4.37,29-03-2025,25-03-2025,Assam
28,72,84,18.72963144,19.18197264,6.481783043,71.58010169,chickpea,9.74,48.56,5.22,Harvest,866,Sprinkler,Loamy,2.51,27-03-2025,08-03-2025,Karnataka
50,56,76,20.99502153,19.8601304,7.966605025,73.50734019,chickpea,11.51,25.37,8.66,Vegetative,574,Drip,Clay,4.63,10-03-2025,10-03-2025,Tamil Nadu
39,71,84,20.28155898,16.39535215,8.140825437,82.52339655,chickpea,19.93,11.56,9.13,Fruiting,823,Flood,Silty,2.61,25-03-2025,22-02-2025,Tamil Nadu
25,78,76,17.48042641,15.7559405,7.228963452,66.96980581,chickpea,17.99,11.24,5.12,Fruiting,850,Flood,Sandy,1.74,27-03-2025,18-02-2025,Tamil Nadu
31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,chickpea,21.98,25.52,9.01,Harvest,306,Sprinkler,Silty,1.14,09-03-2025,15-03-2025,Maharashtra
26,80,83,17.08498521,16.14565756,7.528599957,71.31007253,chickpea,18.15,16.4,9,Vegetative,417,Drip,Loamy,0.52,02-04-2025,27-03-2025,Maharashtra
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,chickpea,16.37,10.93,8.35,Fruiting,894,Flood,Sandy,2.89,09-03-2025,26-03-2025,Assam
31,78,76,17.57212145,14.99927489,8.519975748,89.31050665,chickpea,6.87,40.25,4.03,Harvest,856,Drip,Sandy,0.98,01-04-2025,31-03-2025,Karnataka
60,68,83,19.12065218,18.43475844,6.620900869,85.52950164,chickpea,12.35,28.34,7.83,Fruiting,656,Flood,Clay,2.26,29-03-2025,30-03-2025,Punjab
59,62,83,18.57665902,19.22008229,8.104396058,72.94940441,chickpea,10.3,21.57,9.62,Fruiting,716,Sprinkler,Silty,3.15,31-03-2025,06-02-2025,Karnataka
22,67,78,17.16606398,14.42457525,6.204090835,72.32667516,chickpea,9.88,46,7.78,Fruiting,447,Sprinkler,Clay,1.74,11-03-2025,24-03-2025,Maharashtra
36,65,80,18.2872007,16.67921616,6.051091339,74.87445574,chickpea,24.46,14.65,5.32,Flowering,892,Drip,Loamy,1.29,03-04-2025,13-03-2025,Maharashtra
59,60,84,19.03025305,18.66725565,7.690962338,94.70992037,chickpea,12.86,48.24,6.5,Vegetative,333,Manual,Silty,3.99,11-03-2025,16-02-2025,Assam
54,77,85,17.1418614,17.0662427,7.829211144,83.74606679,chickpea,22.84,22.56,7.52,Harvest,800,Manual,Loamy,4.76,12-03-2025,27-03-2025,Punjab
43,68,81,17.47809436,17.93253975,6.761599706,78.92060234,chickpea,17.62,45.54,6.57,Harvest,143,Sprinkler,Clay,0.95,28-03-2025,01-03-2025,Tamil Nadu
28,76,82,20.56601874,14.25803981,6.654425315,83.75937135,chickpea,20.9,34.12,3.84,Vegetative,836,Flood,Clay,1.2,03-04-2025,17-02-2025,Punjab
42,79,85,17.22385224,15.82069268,6.129533877,76.57580954,chickpea,15.05,43.07,5.18,Vegetative,241,Manual,Sandy,4.82,24-03-2025,15-03-2025,Punjab
32,60,83,19.69141713,19.44225438,8.829273328,91.76071648,chickpea,16.54,49.36,8.62,Vegetative,747,Sprinkler,Silty,0.67,08-03-2025,23-02-2025,Punjab
22,78,76,17.84851658,19.09172907,8.621662982,76.32470713,chickpea,14.85,21.54,9.03,Vegetative,275,Flood,Silty,4.9,31-03-2025,11-03-2025,Assam
31,79,75,18.8202251,16.1074793,8.204862075,89.73119396,chickpea,8.9,48.45,3.96,Seedling,753,Flood,Sandy,0.52,22-03-2025,17-02-2025,Maharashtra
28,58,81,17.47500984,16.54314829,6.18042747,93.35034262,chickpea,19.45,25.58,9.67,Harvest,548,Manual,Silty,4.43,21-03-2025,20-03-2025,Tamil Nadu
57,58,77,18.72649425,17.58406365,7.978996755,81.20176515,chickpea,10.62,25.42,5.3,Seedling,691,Sprinkler,Loamy,1.88,31-03-2025,02-03-2025,Punjab
49,55,78,18.65580107,16.17772668,7.863113671,81.70769297,chickpea,5.49,23.62,7.64,Fruiting,181,Flood,Loamy,4.72,20-03-2025,06-03-2025,Tamil Nadu
46,76,77,18.2356751,19.68538502,6.967843048,83.74879344,chickpea,17.91,31.66,8.26,Fruiting,234,Flood,Clay,1.93,12-03-2025,25-03-2025,Punjab
54,61,77,18.81198127,15.21618225,6.206582193,77.5429424,chickpea,8.54,16.17,8.68,Harvest,818,Drip,Loamy,3.44,06-03-2025,21-03-2025,Maharashtra
38,60,76,18.65054116,17.80852431,8.868741443,77.92798682,chickpea,23.81,32.15,9.62,Fruiting,955,Drip,Silty,0.86,27-03-2025,22-02-2025,Tamil Nadu
59,55,79,20.36720401,16.89574311,8.766128654,82.2545577,chickpea,24.08,31.67,5.19,Vegetative,276,Manual,Sandy,1.59,17-03-2025,14-02-2025,Karnataka
36,76,75,18.38120357,16.63805158,8.736337905,70.52056697,chickpea,23.3,40.48,9.01,Seedling,482,Drip,Clay,3.98,08-03-2025,30-03-2025,Maharashtra
57,68,81,17.17012591,17.30457712,8.081095263,72.78624223,chickpea,12.4,43.35,3.92,Vegetative,342,Sprinkler,Sandy,2.88,31-03-2025,24-02-2025,Tamil Nadu
35,66,81,19.37101121,15.77458129,6.138243973,85.24819851,chickpea,5.31,27.62,7.94,Fruiting,666,Manual,Clay,4.68,02-04-2025,04-03-2025,Punjab
35,64,78,17.92845928,14.27327988,7.496645259,85.37378769,chickpea,23.57,22.09,8.19,Seedling,240,Manual,Clay,2.43,01-04-2025,03-03-2025,Punjab
52,60,79,19.45339934,18.23490739,8.380185271,75.6317566,chickpea,13.56,20.37,7.74,Vegetative,556,Drip,Sandy,4.41,14-03-2025,24-03-2025,Maharashtra
27,76,83,19.12829388,14.92241479,6.289614016,89.61857826,chickpea,24.33,17.78,4.77,Harvest,539,Flood,Loamy,2.52,18-03-2025,05-02-2025,Maharashtra
57,60,84,19.1034283,17.26184541,6.586777189,75.49101167,chickpea,24.27,12.31,9.11,Vegetative,155,Sprinkler,Loamy,4.91,06-03-2025,11-03-2025,Punjab
52,68,78,17.48504075,16.96070581,6.89655198,86.05078037,chickpea,22.06,23.7,4.18,Fruiting,626,Sprinkler,Loamy,4.82,25-03-2025,19-03-2025,Tamil Nadu
43,79,79,19.40751744,18.98030507,7.806747656,80.25064637,chickpea,10.89,20.81,3.38,Seedling,796,Sprinkler,Loamy,1.98,30-03-2025,02-03-2025,Karnataka
44,74,85,20.18649426,19.63719995,7.150681303,78.26039559,chickpea,12.7,48.66,8.02,Harvest,925,Manual,Sandy,4.49,19-03-2025,16-02-2025,Assam
24,55,78,17.30287885,15.15405941,6.64919573,75.57790384,chickpea,22.02,32.31,6.33,Seedling,518,Sprinkler,Silty,4.31,24-03-2025,31-03-2025,Maharashtra
29,77,75,17.50361137,15.48083156,7.778591618,72.9446671,chickpea,11.34,23.89,8.94,Harvest,187,Flood,Clay,1.45,25-03-2025,20-02-2025,Punjab
20,60,78,18.17234999,14.70085967,6.358740355,90.7760707,chickpea,8.39,33.22,5.68,Seedling,708,Flood,Sandy,3.31,14-03-2025,30-03-2025,Tamil Nadu
56,67,78,17.57445618,16.71826572,8.255450758,77.81891424,chickpea,16.14,15.57,4.18,Fruiting,755,Drip,Loamy,0.83,28-03-2025,22-03-2025,Maharashtra
37,66,85,20.93175255,18.91295403,6.456148474,78.06910795,chickpea,23.72,27.76,8.86,Harvest,107,Sprinkler,Loamy,4.27,31-03-2025,20-02-2025,Tamil Nadu
49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,chickpea,18.92,35.05,6.84,Flowering,576,Manual,Sandy,1.29,30-03-2025,06-03-2025,Maharashtra
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,chickpea,16.4,29.56,4.32,Seedling,314,Drip,Clay,0.82,23-03-2025,20-02-2025,Punjab
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,chickpea,6.94,26.07,8.04,Seedling,784,Flood,Sandy,2.3,06-03-2025,28-02-2025,Tamil Nadu
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,chickpea,17.3,49.75,6.58,Vegetative,834,Sprinkler,Sandy,3.1,15-03-2025,19-03-2025,Punjab
51,72,75,18.88852533,14.99451145,7.104224797,80.1113384,chickpea,24.8,45.21,7.23,Harvest,651,Flood,Silty,4.35,14-03-2025,23-02-2025,Tamil Nadu
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,chickpea,7.8,34.94,6.23,Flowering,596,Drip,Sandy,4.88,13-03-2025,18-03-2025,Maharashtra
22,64,82,19.48974337,17.17260319,6.4740245,87.51312796,chickpea,15.37,32.78,8.8,Fruiting,793,Flood,Silty,2.48,19-03-2025,12-03-2025,Assam
52,73,79,17.25769499,18.74943955,7.840339389,94.00287214,chickpea,22.55,34.83,8.81,Vegetative,602,Sprinkler,Clay,0.77,29-03-2025,15-02-2025,Assam
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,chickpea,19.82,18.05,7.97,Flowering,881,Sprinkler,Sandy,3.87,09-03-2025,14-02-2025,Karnataka
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,chickpea,18.94,25.81,3.74,Harvest,798,Drip,Sandy,3.04,21-03-2025,27-02-2025,Karnataka
41,69,82,20.02381489,16.63294455,6.715587232,68.97806542,chickpea,19.05,11.58,8.87,Flowering,344,Sprinkler,Loamy,2.52,27-03-2025,07-02-2025,Punjab
52,56,85,20.1187446,14.44228303,6.81712422,88.68168643,chickpea,12.19,29.02,7.7,Seedling,577,Flood,Sandy,1.89,25-03-2025,09-02-2025,Tamil Nadu
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,chickpea,10.87,31.72,7.88,Seedling,408,Flood,Loamy,2.76,20-03-2025,15-02-2025,Karnataka
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,chickpea,21.19,19.11,5.54,Vegetative,330,Manual,Loamy,2.02,07-03-2025,06-02-2025,Maharashtra
34,71,79,17.927806,15.85622899,7.728998197,74.63872762,chickpea,21.2,48.56,9.15,Harvest,482,Manual,Loamy,3.91,08-03-2025,26-03-2025,Assam
27,73,79,19.16288268,15.83500655,7.354973451,82.69766829,chickpea,22.34,46.38,8.08,Harvest,254,Manual,Clay,2.95,02-04-2025,19-03-2025,Tamil Nadu
30,70,79,20.26942271,19.96978871,7.313122235,69.64449182,chickpea,23.26,38.89,3.79,Flowering,274,Flood,Silty,4.45,12-03-2025,08-03-2025,Assam
57,57,75,17.09104223,18.25142068,7.785039076,87.27444866,chickpea,15.23,31.34,5.85,Vegetative,947,Flood,Loamy,2.95,31-03-2025,25-03-2025,Tamil Nadu
27,79,82,17.06579293,17.54024066,6.307004923,70.87150577,chickpea,15.03,44.8,9.2,Harvest,214,Drip,Sandy,1.57,10-03-2025,26-03-2025,Karnataka
32,71,85,20.62767492,14.44008871,6.403982316,92.06630306,chickpea,20.97,15.23,3.33,Seedling,489,Manual,Sandy,4.33,30-03-2025,08-02-2025,Karnataka
31,76,82,20.8248451,17.85057083,7.599279991,79.20509212,chickpea,18,41.62,9.73,Flowering,410,Flood,Loamy,3.01,19-03-2025,15-02-2025,Punjab
33,75,84,19.46210401,18.72831993,7.217018459,68.81405149,chickpea,19.04,14.99,7.75,Fruiting,399,Drip,Loamy,1.43,23-03-2025,07-02-2025,Tamil Nadu
47,80,77,17.18248372,16.42891834,7.561108006,72.85017344,chickpea,20.92,41.77,7.42,Seedling,117,Flood,Sandy,3.31,12-03-2025,16-03-2025,Maharashtra
54,62,80,17.48911699,16.39055394,7.489545074,79.45758333,chickpea,22.8,21.03,4.89,Vegetative,883,Drip,Loamy,2.11,24-03-2025,27-03-2025,Karnataka
47,79,78,17.48395377,14.76014523,6.609696734,65.11365631,chickpea,11.76,45.08,4.74,Harvest,111,Manual,Silty,4.3,20-03-2025,26-02-2025,Punjab
35,57,83,19.48316794,17.44534641,7.476800943,80.4986291,chickpea,12.51,47.76,9.59,Seedling,503,Manual,Silty,2.54,21-03-2025,23-02-2025,Karnataka
53,73,77,19.71359733,18.09665739,7.325451279,73.64476535,chickpea,6.88,15.95,5.09,Fruiting,912,Manual,Clay,3.77,13-03-2025,14-02-2025,Assam
45,61,78,19.48649305,16.06240074,6.489389282,81.5284269,chickpea,16.57,28.51,8.43,Fruiting,803,Flood,Loamy,0.93,13-03-2025,06-02-2025,Karnataka
37,78,79,19.95264829,14.82633099,7.786366322,88.6810311,chickpea,5.72,49.24,5.75,Vegetative,331,Flood,Clay,2.28,06-03-2025,10-02-2025,Tamil Nadu
30,75,81,19.41789736,16.80472243,6.408437886,68.4951189,chickpea,14.31,29.34,3.97,Seedling,704,Drip,Clay,4.92,29-03-2025,10-03-2025,Punjab
37,55,82,19.45591848,18.02235902,8.423873703,78.44910564,chickpea,15.85,44.54,3.08,Flowering,829,Sprinkler,Clay,4.14,12-03-2025,26-03-2025,Tamil Nadu
53,65,76,20.19137759,16.41998269,8.719960893,77.33795356,chickpea,10.73,33.55,6.81,Seedling,377,Sprinkler,Loamy,1.22,25-03-2025,23-03-2025,Maharashtra
22,60,85,18.8392908,14.74071856,7.811997977,94.78189594,chickpea,16.82,25.01,9.83,Fruiting,452,Manual,Clay,1.75,03-04-2025,05-03-2025,Maharashtra
60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,chickpea,5.61,21.43,5.58,Vegetative,402,Sprinkler,Silty,1.98,28-03-2025,03-03-2025,Karnataka
42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,chickpea,5.75,18.13,5.5,Vegetative,640,Manual,Clay,3.43,29-03-2025,14-02-2025,Punjab
39,76,76,19.96837462,15.57324389,8.135900726,69.15759062,chickpea,21.45,40.47,5.41,Flowering,569,Drip,Silty,3.91,14-03-2025,03-03-2025,Punjab
35,63,76,17.81564548,17.60756635,7.714153038,90.82097601,chickpea,12.2,25.46,6.64,Vegetative,912,Sprinkler,Silty,3.87,12-03-2025,08-03-2025,Punjab
30,65,82,20.71424384,15.27824066,7.103798069,76.77888672,chickpea,7.54,30.45,6.08,Vegetative,176,Sprinkler,Loamy,2.79,10-03-2025,08-03-2025,Punjab
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,chickpea,15.44,29.69,9.16,Vegetative,620,Manual,Clay,4.15,19-03-2025,15-02-2025,Karnataka
48,65,78,17.43732714,14.33847406,7.861128148,73.0926704,chickpea,20.4,33.09,6.54,Vegetative,123,Drip,Loamy,2.47,02-04-2025,06-03-2025,Tamil Nadu
36,56,83,18.89780215,19.76182946,7.4526709,69.09512477,chickpea,9.32,44.62,6.55,Vegetative,114,Sprinkler,Silty,1.06,03-04-2025,02-03-2025,Karnataka
40,58,75,18.59190771,14.77959596,7.168096055,89.60982451,chickpea,17.46,49.23,3.97,Fruiting,775,Sprinkler,Sandy,3.04,08-03-2025,07-03-2025,Tamil Nadu
49,69,82,18.31561493,15.36143547,7.26311855,81.78710463,chickpea,6.71,26.3,9.88,Seedling,624,Sprinkler,Clay,4.79,28-03-2025,31-03-2025,Assam
13,60,25,17.13692774,20.59541693,5.68597166,128.256862,kidneybeans,6.03,43.1,4.75,Harvest,446,Drip,Loamy,4.07,13-03-2025,13-03-2025,Assam
25,70,16,19.63474332,18.90705639,5.759237003,106.3598183,kidneybeans,15.63,40.58,3.51,Vegetative,271,Drip,Sandy,3.1,16-03-2025,22-03-2025,Tamil Nadu
31,55,22,22.91350245,21.33953114,5.873171894,109.225556,kidneybeans,15.81,32.94,7.64,Harvest,968,Sprinkler,Clay,3.41,03-04-2025,02-03-2025,Karnataka
40,64,16,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans,17.75,48.24,7.17,Harvest,426,Manual,Clay,4.69,18-03-2025,27-02-2025,Maharashtra
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans,19.52,18.02,5.91,Fruiting,811,Manual,Loamy,2.43,01-04-2025,15-03-2025,Karnataka
26,65,22,17.84806561,18.77621951,5.949949081,143.0984171,kidneybeans,24.52,14.37,5.96,Vegetative,584,Sprinkler,Sandy,1.99,15-03-2025,21-03-2025,Maharashtra
17,57,21,19.88394011,20.31564139,5.789214289,60.91974792,kidneybeans,15.33,44.16,8.5,Harvest,588,Drip,Loamy,4.9,09-03-2025,27-03-2025,Karnataka
26,80,18,19.32509638,23.3334788,5.581021521,104.7783947,kidneybeans,11.46,27.57,4.37,Vegetative,561,Sprinkler,Clay,4.39,23-03-2025,06-03-2025,Punjab
17,59,17,18.4167001,23.42829938,5.689858133,132.9801054,kidneybeans,20.9,43.88,8.74,Flowering,477,Drip,Clay,1.95,13-03-2025,19-03-2025,Punjab
27,59,22,21.81167649,23.20591245,5.794158504,130.0608093,kidneybeans,10.42,45.72,7.54,Flowering,687,Sprinkler,Silty,2.59,11-03-2025,08-03-2025,Assam
28,58,24,19.72702528,18.28173015,5.748190463,143.7630894,kidneybeans,13.78,12.5,5.93,Flowering,263,Drip,Clay,2.37,04-04-2025,24-02-2025,Assam
25,57,19,17.15432954,19.87070659,5.566522896,87.99669731,kidneybeans,6.57,45.34,6.21,Harvest,471,Flood,Clay,1.17,15-03-2025,18-02-2025,Tamil Nadu
28,80,17,19.62207826,18.67170854,5.809419584,144.1567454,kidneybeans,5.51,27.93,4.8,Flowering,672,Manual,Sandy,4.81,31-03-2025,04-02-2025,Maharashtra
